timestamp_ms,target_x,target_y,target_z,real_x,real_y,real_z,error,base_deg,shoulder_deg,elbow_deg,torque_shoulder,torque_elbow,limit_shoulder,limit_elbow,torque_base,limit_base
4985,20.0,2.059,7.0,20.022,2.042,6.734,0.2676,5.82,50.98,-118.85,8.08,2.17,54.0,8.1,-0.13,2.02
4986,20.0,2.047,7.0,20.003,2.024,6.733,0.2681,5.78,51.0,-118.92,8.08,2.17,54.0,8.1,-0.13,2.02
4987,20.0,2.035,7.0,20.016,2.041,6.695,0.3053,5.82,50.87,-118.85,8.08,2.17,54.0,8.1,-0.13,2.02
4988,20.0,2.023,7.0,20.01,2.048,6.7,0.3011,5.84,50.89,-118.87,8.08,2.17,54.0,8.1,-0.13,2.02
4989,20.0,2.011,7.0,20.03,1.996,6.714,0.2884,5.69,50.91,-118.83,8.08,2.17,54.0,8.1,-0.13,2.02
4990,20.0,1.999,7.0,20.033,2.004,6.737,0.2653,5.71,50.98,-118.83,8.08,2.17,54.0,8.1,-0.13,2.02
4991,20.0,1.987,7.0,20.007,1.994,6.733,0.2672,5.69,51.0,-118.92,8.08,2.17,54.0,8.1,-0.13,2.02
4992,20.0,1.975,7.0,20.011,1.979,6.705,0.2952,5.65,50.91,-118.89,8.08,2.17,54.0,8.1,-0.13,2.02
4993,20.0,1.963,7.0,19.984,1.999,6.673,0.3291,5.71,50.84,-118.96,8.08,2.17,54.0,8.1,-0.13,2.02
4994,20.0,1.951,7.0,20.054,1.967,6.766,0.241,5.6,51.04,-118.78,8.08,2.17,54.0,8.1,-0.13,2.02
4995,20.0,1.939,7.0,20.016,1.917,6.748,0.253,5.47,51.04,-118.92,8.08,2.17,54.0,8.1,-0.13,2.02
4996,20.0,1.927,7.0,20.053,1.944,6.743,0.2633,5.54,50.98,-118.78,8.08,2.17,54.0,8.1,-0.13,2.02
4997,20.0,1.915,7.0,20.03,1.903,6.695,0.3062,5.43,50.87,-118.85,8.08,2.17,54.0,8.1,-0.13,2.02
4998,20.0,1.903,7.0,20.028,1.864,6.751,0.2532,5.32,51.04,-118.89,8.08,2.17,54.0,8.1,-0.13,2.02
4999,20.0,1.891,7.0,20.016,1.902,6.733,0.2676,5.43,51.0,-118.92,8.08,2.16,54.0,8.1,-0.13,2.02
5000,20.0,1.879,7.0,20.014,1.878,6.71,0.2903,5.36,50.93,-118.92,8.07,2.16,54.0,8.1,-0.13,2.02
5001,20.0,1.867,7.0,19.984,1.899,6.699,0.3036,5.43,50.93,-119.0,8.07,2.16,54.0,8.1,-0.13,2.02
5002,20.0,1.855,7.0,19.992,1.853,6.722,0.2785,5.3,51.0,-119.0,8.07,2.16,54.0,8.1,-0.13,2.02
5003,20.0,1.843,7.0,19.998,1.823,6.701,0.2992,5.21,50.93,-118.98,8.07,2.16,54.0,8.1,-0.13,2.02
5004,20.0,1.831,7.0,20.004,1.808,6.732,0.2687,5.16,51.02,-118.98,8.07,2.16,54.0,8.1,-0.13,2.02
5005,20.0,1.819,7.0,20.0,1.815,6.666,0.3342,5.19,50.82,-118.96,8.07,2.16,54.0,8.1,-0.13,2.02
5006,20.0,1.807,7.0,20.036,1.834,6.739,0.2649,5.23,51.0,-118.87,8.07,2.16,54.0,8.1,-0.13,2.02
5007,20.0,1.795,7.0,19.99,1.806,6.683,0.3171,5.16,50.89,-119.0,8.07,2.16,54.0,8.1,-0.13,2.02
5008,20.0,1.783,7.0,19.99,1.768,6.703,0.297,5.05,50.95,-119.03,8.07,2.16,54.0,8.1,-0.13,2.02
5009,20.0,1.771,7.0,20.007,1.816,6.712,0.2915,5.19,50.95,-118.96,8.07,2.16,54.0,8.1,-0.13,2.02
5010,20.0,1.759,7.0,20.018,1.747,6.743,0.2579,4.99,51.04,-118.96,8.07,2.16,54.0,8.1,-0.13,2.02
5011,20.0,1.747,7.0,19.993,1.737,6.755,0.2457,4.97,51.11,-119.05,8.07,2.16,54.0,8.1,-0.13,2.02
5012,20.0,1.735,7.0,20.028,1.709,6.746,0.2569,4.88,51.04,-118.94,8.07,2.16,54.0,8.1,-0.13,2.02
5013,20.0,1.723,7.0,20.027,1.732,6.754,0.2481,4.94,51.06,-118.94,8.07,2.16,54.0,8.1,-0.13,2.02
5014,20.0,1.711,7.0,20.002,1.73,6.765,0.2357,4.94,51.13,-119.03,8.07,2.16,54.0,8.1,-0.13,2.02
5015,20.0,1.699,7.0,20.009,1.692,6.745,0.2553,4.83,51.06,-119.0,8.07,2.16,54.0,8.1,-0.13,2.02
5016,20.0,1.687,7.0,20.001,1.676,6.727,0.2735,4.79,51.02,-119.03,8.07,2.16,54.0,8.1,-0.13,2.02
5017,20.0,1.675,7.0,19.976,1.659,6.731,0.2709,4.75,51.06,-119.11,8.07,2.16,54.0,8.1,-0.13,2.02
5018,20.0,1.663,7.0,19.991,1.667,6.744,0.2561,4.77,51.09,-119.07,8.07,2.16,54.0,8.1,-0.13,2.02
5019,20.0,1.651,7.0,19.992,1.644,6.736,0.2638,4.7,51.06,-119.07,8.07,2.16,54.0,8.1,-0.13,2.02
5020,20.0,1.639,7.0,19.982,1.644,6.718,0.2824,4.7,51.02,-119.09,8.07,2.16,54.0,8.1,-0.13,2.02
5021,20.0,1.627,7.0,19.985,1.636,6.734,0.267,4.68,51.06,-119.09,8.07,2.16,54.0,8.1,-0.13,2.02
5022,20.0,1.615,7.0,19.978,1.612,6.715,0.2855,4.61,51.02,-119.11,8.07,2.16,54.0,8.1,-0.13,2.02
5023,20.0,1.602,7.0,19.994,1.606,6.729,0.2713,4.59,51.04,-119.07,8.07,2.16,54.0,8.1,-0.13,2.02
5024,20.0,1.59,7.0,20.007,1.607,6.727,0.2737,4.59,51.02,-119.03,8.07,2.16,54.0,8.1,-0.13,2.02
5025,20.0,1.578,7.0,20.015,1.561,6.758,0.2434,4.46,51.11,-119.03,8.06,2.16,54.0,8.1,-0.13,2.02
5026,20.0,1.566,7.0,19.995,1.591,6.729,0.2723,4.55,51.04,-119.07,8.06,2.16,54.0,8.1,-0.13,2.02
5027,20.0,1.554,7.0,19.988,1.528,6.695,0.3061,4.37,50.95,-119.09,8.06,2.16,54.0,8.1,-0.13,2.02
5028,20.0,1.542,7.0,20.015,1.523,6.735,0.2665,4.35,51.04,-119.03,8.06,2.16,54.0,8.1,-0.13,2.02
5029,20.0,1.53,7.0,19.987,1.544,6.695,0.3053,4.42,50.95,-119.09,8.06,2.16,54.0,8.1,-0.13,2.02
5030,20.0,1.518,7.0,20.013,1.523,6.727,0.2734,4.35,51.02,-119.03,8.06,2.16,54.0,8.1,-0.13,2.02
5031,20.0,1.506,7.0,20.017,1.523,6.75,0.2511,4.35,51.09,-119.03,8.06,2.16,54.0,8.1,-0.13,2.02
5032,20.0,1.494,7.0,20.029,1.508,6.733,0.2692,4.31,51.02,-118.98,8.06,2.16,54.0,8.1,-0.13,2.02
5033,20.0,1.482,7.0,20.007,1.499,6.76,0.2409,4.28,51.13,-119.07,8.06,2.16,54.0,8.1,-0.13,2.02
5034,20.0,1.47,7.0,19.997,1.475,6.726,0.274,4.22,51.04,-119.09,8.06,2.16,54.0,8.1,-0.13,2.02
5035,20.0,1.458,7.0,20.032,1.431,6.717,0.2858,4.09,50.98,-118.98,8.06,2.16,54.0,8.1,-0.13,2.02
5036,20.0,1.446,7.0,19.989,1.498,6.731,0.2741,4.28,51.06,-119.11,8.06,2.16,54.0,8.1,-0.13,2.02
5037,20.0,1.434,7.0,20.019,1.477,6.742,0.2617,4.22,51.06,-119.03,8.06,2.16,54.0,8.1,-0.13,2.02
5038,20.0,1.422,7.0,20.004,1.422,6.749,0.2508,4.06,51.11,-119.09,8.06,2.16,54.0,8.1,-0.13,2.02
5039,20.0,1.41,7.0,20.036,1.424,6.741,0.2623,4.06,51.04,-118.98,8.06,2.16,54.0,8.1,-0.13,2.02
5040,20.0,1.398,7.0,20.026,1.369,6.735,0.2681,3.91,51.04,-119.03,8.06,2.16,54.0,8.1,-0.13,2.02
5041,20.0,1.386,7.0,20.01,1.391,6.729,0.2712,3.98,51.04,-119.07,8.06,2.16,54.0,8.1,-0.13,2.02
5042,20.0,1.374,7.0,20.035,1.37,6.753,0.2494,3.91,51.09,-119.0,8.06,2.16,54.0,8.1,-0.13,2.02
5043,20.0,1.362,7.0,20.0,1.36,6.695,0.3046,3.89,50.95,-119.09,8.06,2.16,54.0,8.1,-0.13,2.02
5044,20.0,1.35,7.0,20.038,1.37,6.725,0.2781,3.91,51.0,-118.98,8.06,2.16,54.0,8.1,-0.13,2.02
5045,20.0,1.338,7.0,20.023,1.315,6.74,0.2624,3.76,51.06,-119.05,8.06,2.16,54.0,8.1,-0.13,2.02
5046,20.0,1.326,7.0,19.987,1.336,6.733,0.2674,3.82,51.09,-119.16,8.06,2.16,54.0,8.1,-0.13,2.02
5047,20.0,1.314,7.0,19.96,1.295,6.714,0.2894,3.71,51.06,-119.25,8.06,2.16,54.0,8.1,-0.13,2.02
5048,20.0,1.302,7.0,20.006,1.314,6.711,0.2894,3.76,51.0,-119.09,8.06,2.16,54.0,8.1,-0.13,2.02
5049,20.0,1.29,7.0,20.021,1.292,6.717,0.2842,3.69,51.0,-119.05,8.06,2.16,54.0,8.1,-0.13,2.02
5050,20.0,1.278,7.0,20.035,1.277,6.758,0.2445,3.65,51.11,-119.03,8.06,2.16,54.0,8.1,-0.13,2.02
5051,20.0,1.266,7.0,20.041,1.278,6.753,0.2505,3.65,51.09,-119.0,8.06,2.16,54.0,8.1,-0.13,2.02
5052,20.0,1.254,7.0,20.025,1.276,6.732,0.27,3.65,51.04,-119.05,8.06,2.16,54.0,8.1,-0.13,2.02
5053,20.0,1.242,7.0,20.02,1.222,6.722,0.2799,3.49,51.02,-119.07,8.06,2.16,54.0,8.1,-0.13,2.02
5054,20.0,1.23,7.0,19.987,1.213,6.723,0.2783,3.47,51.06,-119.18,8.06,2.16,54.0,8.1,-0.13,2.02
5055,20.0,1.218,7.0,19.968,1.257,6.702,0.3028,3.6,51.02,-119.22,8.05,2.16,54.0,8.1,-0.13,2.02
5056,20.0,1.206,7.0,19.99,1.205,6.738,0.2622,3.45,51.11,-119.18,8.05,2.16,54.0,8.1,-0.13,2.02
5057,20.0,1.194,7.0,19.966,1.211,6.714,0.2885,3.47,51.06,-119.25,8.05,2.16,54.0,8.1,-0.13,2.02
5058,20.0,1.182,7.0,19.984,1.159,6.727,0.2741,3.32,51.09,-119.2,8.05,2.16,54.0,8.1,-0.13,2.02
5059,20.0,1.17,7.0,19.995,1.159,6.71,0.2901,3.32,51.02,-119.16,8.05,2.16,54.0,8.1,-0.13,2.02
5060,20.0,1.158,7.0,20.027,1.146,6.737,0.2647,3.27,51.06,-119.07,8.05,2.16,54.0,8.1,-0.13,2.02
5061,20.0,1.146,7.0,20.017,1.122,6.711,0.2905,3.21,51.0,-119.09,8.05,2.15,54.0,8.1,-0.13,2.02
5062,20.0,1.134,7.0,19.991,1.144,6.723,0.2776,3.27,51.06,-119.18,8.05,2.15,54.0,8.1,-0.13,2.02
5063,20.0,1.122,7.0,20.031,1.092,6.745,0.2589,3.12,51.09,-119.07,8.05,2.15,54.0,8.1,-0.13,2.02
5064,20.0,1.11,7.0,19.994,1.098,6.723,0.2777,3.14,51.06,-119.18,8.05,2.15,54.0,8.1,-0.13,2.02
5065,20.0,1.098,7.0,19.994,1.09,6.723,0.2775,3.12,51.06,-119.18,8.05,2.15,54.0,8.1,-0.13,2.02
5066,20.0,1.086,7.0,19.97,1.081,6.691,0.3104,3.1,51.0,-119.25,8.05,2.15,54.0,8.1,-0.13,2.02
5067,20.0,1.074,7.0,20.006,1.067,6.705,0.2948,3.05,51.0,-119.14,8.05,2.15,54.0,8.1,-0.13,2.02
5068,20.0,1.062,7.0,20.007,1.106,6.728,0.2751,3.16,51.06,-119.14,8.05,2.15,54.0,8.1,-0.13,2.02
5069,20.0,1.05,7.0,20.022,1.053,6.719,0.2821,3.01,51.02,-119.09,8.05,2.15,54.0,8.1,-0.13,2.02
5070,20.0,1.038,7.0,19.983,1.012,6.709,0.2923,2.9,51.04,-119.22,8.05,2.15,54.0,8.1,-0.13,2.02
5071,20.0,1.026,7.0,20.034,1.03,6.701,0.3005,2.94,50.95,-119.05,8.05,2.15,54.0,8.1,-0.13,2.02
5072,20.0,1.014,7.0,20.0,0.983,6.723,0.279,2.81,51.06,-119.18,8.05,2.15,54.0,8.1,-0.13,2.02
5073,20.0,1.002,7.0,19.99,1.005,6.712,0.2879,2.88,51.04,-119.2,8.05,2.15,54.0,8.1,-0.13,2.02
5074,20.0,0.99,7.0,19.992,1.021,6.728,0.2742,2.92,51.09,-119.2,8.05,2.15,54.0,8.1,-0.13,2.02
5075,20.0,0.978,7.0,20.006,0.967,6.718,0.2823,2.77,51.04,-119.16,8.05,2.15,54.0,8.1,-0.13,2.02
5076,20.0,0.966,7.0,19.996,0.944,6.728,0.2733,2.7,51.09,-119.2,8.05,2.15,54.0,8.1,-0.13,2.02
5077,20.0,0.954,7.0,20.017,0.983,6.708,0.2936,2.81,51.0,-119.11,8.05,2.15,54.0,8.1,-0.13,2.02
5078,20.0,0.942,7.0,19.998,0.967,6.707,0.2936,2.77,51.02,-119.18,8.05,2.15,54.0,8.1,-0.13,2.02
5079,20.0,0.93,7.0,19.992,0.913,6.697,0.3036,2.61,51.0,-119.2,8.05,2.15,54.0,8.1,-0.13,2.02
5080,20.0,0.918,7.0,20.011,0.906,6.733,0.2671,2.59,51.09,-119.16,8.05,2.15,54.0,8.1,-0.13,2.02
5081,20.0,0.906,7.0,20.03,0.861,6.755,0.2515,2.46,51.13,-119.11,8.05,2.15,54.0,8.1,-0.13,2.02
5082,20.0,0.894,7.0,20.029,0.853,6.747,0.2582,2.44,51.11,-119.11,8.05,2.15,54.0,8.1,-0.13,2.02
5083,20.0,0.882,7.0,19.995,0.875,6.705,0.2955,2.5,51.02,-119.2,8.05,2.15,54.0,8.1,-0.13,2.02
5084,20.0,0.87,7.0,20.032,0.869,6.727,0.2752,2.48,51.04,-119.09,8.05,2.15,54.0,8.1,-0.13,2.02
5085,20.0,0.858,7.0,19.995,0.836,6.74,0.2608,2.4,51.13,-119.22,8.05,2.15,54.0,8.1,-0.13,2.02
5086,20.0,0.846,7.0,20.05,0.839,6.748,0.2572,2.4,51.09,-119.05,8.05,2.15,54.0,8.1,-0.13,2.02
5087,20.0,0.834,7.0,20.024,0.861,6.716,0.2861,2.46,51.02,-119.11,8.05,2.15,54.0,8.1,-0.13,2.02
5088,20.0,0.822,7.0,20.013,0.837,6.726,0.275,2.4,51.06,-119.16,8.05,2.15,54.0,8.1,-0.13,2.02
5089,20.0,0.81,7.0,20.028,0.799,6.724,0.2778,2.29,51.04,-119.11,8.05,2.15,54.0,8.1,-0.13,2.02
5090,20.0,0.798,7.0,19.997,0.813,6.697,0.3033,2.33,51.0,-119.2,8.05,2.15,54.0,8.1,-0.13,2.02
5091,20.0,0.786,7.0,20.039,0.815,6.757,0.2473,2.33,51.13,-119.09,8.05,2.15,54.0,8.1,-0.13,2.02
5092,20.0,0.774,7.0,20.022,0.799,6.729,0.2733,2.29,51.06,-119.14,8.05,2.15,54.0,8.1,-0.13,2.02
5093,20.0,0.762,7.0,20.019,0.745,6.698,0.3032,2.13,50.98,-119.14,8.05,2.15,54.0,8.1,-0.13,2.02
5094,20.0,0.75,7.0,20.04,0.754,6.75,0.2535,2.15,51.11,-119.09,8.05,2.15,54.0,8.1,-0.13,2.02
5095,20.0,0.738,7.0,20.013,0.768,6.703,0.299,2.2,51.0,-119.16,8.05,2.15,54.0,8.1,-0.13,2.02
5096,20.0,0.726,7.0,19.987,0.744,6.707,0.2941,2.13,51.04,-119.25,8.05,2.15,54.0,8.1,-0.13,2.02
5097,20.0,0.714,7.0,20.007,0.691,6.735,0.2656,1.98,51.11,-119.2,8.05,2.15,54.0,8.1,-0.13,2.02
5098,20.0,0.702,7.0,20.031,0.715,6.724,0.2781,2.04,51.04,-119.11,8.04,2.15,54.0,8.1,-0.13,2.02
5099,20.0,0.69,7.0,20.017,0.714,6.718,0.2834,2.04,51.04,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5100,20.0,0.678,7.0,20.018,0.707,6.726,0.2762,2.02,51.06,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5101,20.0,0.666,7.0,20.025,0.684,6.721,0.2806,1.96,51.04,-119.14,8.04,2.15,54.0,8.1,-0.13,2.02
5102,20.0,0.654,7.0,20.021,0.622,6.726,0.2768,1.78,51.06,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5103,20.0,0.642,7.0,20.034,0.623,6.724,0.2789,1.78,51.04,-119.11,8.04,2.15,54.0,8.1,-0.13,2.02
5104,20.0,0.63,7.0,20.038,0.615,6.704,0.2991,1.76,50.98,-119.09,8.04,2.15,54.0,8.1,-0.13,2.02
5105,20.0,0.618,7.0,20.018,0.614,6.703,0.2977,1.76,51.0,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5106,20.0,0.606,7.0,20.032,0.599,6.701,0.3008,1.71,50.98,-119.11,8.04,2.15,54.0,8.1,-0.13,2.02
5107,20.0,0.594,7.0,20.02,0.591,6.711,0.2901,1.69,51.02,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5108,20.0,0.582,7.0,20.036,0.576,6.724,0.2784,1.65,51.04,-119.11,8.04,2.15,54.0,8.1,-0.13,2.02
5109,20.0,0.57,7.0,20.05,0.577,6.73,0.2749,1.65,51.04,-119.07,8.04,2.15,54.0,8.1,-0.13,2.02
5110,20.0,0.558,7.0,20.024,0.561,6.69,0.3106,1.6,50.95,-119.14,8.04,2.15,54.0,8.1,-0.13,2.02
5111,20.0,0.546,7.0,20.02,0.553,6.703,0.2978,1.58,51.0,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5112,20.0,0.534,7.0,20.007,0.514,6.697,0.3035,1.47,51.0,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5113,20.0,0.522,7.0,20.051,0.531,6.73,0.2752,1.52,51.04,-119.07,8.04,2.15,54.0,8.1,-0.13,2.02
5114,20.0,0.51,7.0,20.01,0.507,6.72,0.28,1.45,51.06,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5115,20.0,0.498,7.0,20.019,0.484,6.688,0.3134,1.38,50.95,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5116,20.0,0.486,7.0,20.038,0.469,6.724,0.2792,1.34,51.04,-119.11,8.04,2.15,54.0,8.1,-0.13,2.02
5117,20.0,0.474,7.0,20.015,0.476,6.7,0.3003,1.36,51.0,-119.18,8.04,2.15,54.0,8.1,-0.13,2.02
5118,20.0,0.462,7.0,20.027,0.453,6.734,0.2679,1.3,51.09,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5119,20.0,0.45,7.0,20.0,0.453,6.73,0.2701,1.3,51.11,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5120,20.0,0.438,7.0,20.048,0.431,6.735,0.2698,1.23,51.06,-119.09,8.04,2.15,54.0,8.1,-0.13,2.02
5121,20.0,0.426,7.0,20.026,0.407,6.718,0.2835,1.16,51.04,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5122,20.0,0.414,7.0,20.01,0.414,6.705,0.2953,1.19,51.02,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5123,20.0,0.402,7.0,20.056,0.408,6.745,0.2611,1.16,51.09,-119.07,8.04,2.15,54.0,8.1,-0.13,2.02
5124,20.0,0.39,7.0,20.035,0.4,6.737,0.266,1.14,51.09,-119.14,8.04,2.15,54.0,8.1,-0.13,2.02
5125,20.0,0.378,7.0,19.983,0.383,6.701,0.2993,1.1,51.04,-119.29,8.04,2.15,54.0,8.1,-0.13,2.02
5126,20.0,0.366,7.0,20.003,0.322,6.694,0.3088,0.92,51.0,-119.22,8.04,2.15,54.0,8.1,-0.13,2.02
5127,20.0,0.354,7.0,20.035,0.361,6.729,0.2734,1.03,51.06,-119.14,8.04,2.15,54.0,8.1,-0.13,2.02
5128,20.0,0.342,7.0,20.013,0.33,6.713,0.2879,0.94,51.04,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5129,20.0,0.33,7.0,19.978,0.329,6.706,0.2948,0.94,51.06,-119.31,8.04,2.15,54.0,8.1,-0.13,2.02
5130,20.0,0.318,7.0,19.987,0.291,6.717,0.285,0.83,51.09,-119.29,8.04,2.15,54.0,8.1,-0.13,2.02
5131,20.0,0.306,7.0,20.014,0.292,6.72,0.2805,0.83,51.06,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5132,20.0,0.294,7.0,20.011,0.292,6.697,0.3029,0.83,51.0,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5133,20.0,0.282,7.0,20.017,0.261,6.736,0.2657,0.75,51.11,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5134,20.0,0.27,7.0,19.963,0.306,6.693,0.3116,0.88,51.04,-119.36,8.04,2.15,54.0,8.1,-0.13,2.02
5135,20.0,0.258,7.0,19.997,0.253,6.735,0.2653,0.73,51.13,-119.27,8.04,2.15,54.0,8.1,-0.13,2.02
5136,20.0,0.246,7.0,20.01,0.253,6.69,0.3107,0.73,50.98,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5137,20.0,0.234,7.0,20.006,0.215,6.702,0.2986,0.62,51.02,-119.22,8.04,2.15,54.0,8.1,-0.13,2.02
5138,20.0,0.222,7.0,19.994,0.215,6.712,0.2884,0.62,51.06,-119.27,8.04,2.15,54.0,8.1,-0.13,2.02
5139,20.0,0.21,7.0,19.982,0.207,6.721,0.2792,0.59,51.11,-119.31,8.04,2.15,54.0,8.1,-0.13,2.02
5140,20.0,0.198,7.0,20.004,0.192,6.73,0.2701,0.55,51.11,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5141,20.0,0.186,7.0,19.971,0.184,6.688,0.3135,0.53,51.02,-119.33,8.04,2.15,54.0,8.1,-0.13,2.02
5142,20.0,0.174,7.0,19.997,0.169,6.684,0.3161,0.48,50.98,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5143,20.0,0.162,7.0,19.982,0.153,6.671,0.33,0.44,50.95,-119.29,8.04,2.15,54.0,8.1,-0.13,2.02
5144,20.0,0.15,7.0,20.001,0.169,6.707,0.2937,0.48,51.04,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5145,20.0,0.138,7.0,20.006,0.123,6.694,0.306,0.35,51.0,-119.22,8.04,2.15,54.0,8.1,-0.13,2.02
5146,20.0,0.126,7.0,20.021,0.131,6.708,0.293,0.37,51.02,-119.18,8.04,2.15,54.0,8.1,-0.13,2.02
5147,20.0,0.114,7.0,20.024,0.084,6.723,0.2794,0.24,51.06,-119.18,8.04,2.15,54.0,8.1,-0.13,2.02
5148,20.0,0.102,7.0,19.971,0.092,6.688,0.3136,0.26,51.02,-119.33,8.04,2.15,54.0,8.1,-0.13,2.02
5149,20.0,0.09,7.0,20.012,0.092,6.69,0.3106,0.26,50.98,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5150,20.0,0.078,7.0,20.012,0.107,6.733,0.269,0.31,51.11,-119.22,8.04,2.15,54.0,8.1,-0.13,2.02
5151,20.0,0.066,7.0,19.993,0.084,6.696,0.3042,0.24,51.02,-119.27,8.04,2.15,54.0,8.1,-0.13,2.02
5152,20.0,0.054,7.0,20.001,0.054,6.707,0.293,0.15,51.04,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5153,20.0,0.042,7.0,19.98,0.0,6.698,0.3052,0.0,51.04,-119.31,8.04,2.15,54.0,8.1,-0.13,2.02
5154,20.0,0.03,7.0,20.014,0.015,6.705,0.2957,0.04,51.02,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5155,20.0,0.018,7.0,19.976,0.046,6.675,0.3266,0.13,50.98,-119.31,8.04,2.15,54.0,8.1,-0.13,2.02
5156,20.0,0.006,7.0,20.008,0.023,6.71,0.2908,0.07,51.04,-119.22,8.04,2.15,54.0,8.1,-0.13,2.02
5157,20.0,-0.006,7.0,20.017,-0.008,6.72,0.2802,-0.02,51.06,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5158,20.0,-0.018,7.0,20.018,-0.023,6.728,0.2726,-0.07,51.09,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5159,20.0,-0.03,7.0,20.015,-0.015,6.713,0.2881,-0.04,51.04,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5160,20.0,-0.042,7.0,20.017,-0.038,6.72,0.2802,-0.11,51.06,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5161,20.0,-0.054,7.0,20.007,-0.061,6.745,0.2549,-0.18,51.15,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5162,20.0,-0.066,7.0,20.015,-0.038,6.713,0.2891,-0.11,51.04,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5163,20.0,-0.078,7.0,20.002,-0.084,6.715,0.2855,-0.24,51.06,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5164,20.0,-0.09,7.0,20.006,-0.084,6.738,0.2625,-0.24,51.13,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5165,20.0,-0.102,7.0,19.965,-0.084,6.693,0.3097,-0.24,51.04,-119.36,8.04,2.15,54.0,8.1,-0.13,2.02
5166,20.0,-0.114,7.0,19.988,-0.115,6.709,0.2913,-0.33,51.06,-119.29,8.04,2.15,54.0,8.1,-0.13,2.02
5167,20.0,-0.126,7.0,20.018,-0.131,6.736,0.265,-0.37,51.11,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5168,20.0,-0.138,7.0,19.995,-0.123,6.712,0.2887,-0.35,51.06,-119.27,8.04,2.15,54.0,8.1,-0.13,2.02
5169,20.0,-0.15,7.0,20.032,-0.161,6.741,0.2609,-0.46,51.11,-119.16,8.04,2.15,54.0,8.1,-0.13,2.02
5170,20.0,-0.162,7.0,19.981,-0.199,6.714,0.2893,-0.57,51.09,-119.31,8.04,2.15,54.0,8.1,-0.13,2.02
5171,20.0,-0.174,7.0,20.003,-0.176,6.722,0.2777,-0.51,51.09,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5172,20.0,-0.186,7.0,19.986,-0.169,6.701,0.2995,-0.48,51.04,-119.29,8.04,2.15,54.0,8.1,-0.13,2.02
5173,20.0,-0.198,7.0,20.0,-0.184,6.707,0.2934,-0.53,51.04,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5174,20.0,-0.21,7.0,20.016,-0.23,6.728,0.2732,-0.66,51.09,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5175,20.0,-0.222,7.0,20.003,-0.184,6.679,0.3231,-0.53,50.95,-119.22,8.04,2.15,54.0,8.1,-0.13,2.02
5176,20.0,-0.234,7.0,20.008,-0.246,6.717,0.2828,-0.7,51.06,-119.22,8.04,2.15,54.0,8.1,-0.13,2.02
5177,20.0,-0.246,7.0,20.013,-0.246,6.705,0.2953,-0.7,51.02,-119.2,8.04,2.15,54.0,8.1,-0.13,2.02
5178,20.0,-0.258,7.0,19.995,-0.23,6.676,0.3249,-0.66,50.95,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5179,20.0,-0.27,7.0,19.976,-0.26,6.683,0.3179,-0.75,51.0,-119.31,8.04,2.15,54.0,8.1,-0.13,2.02
5180,20.0,-0.282,7.0,20.001,-0.253,6.715,0.2868,-0.73,51.06,-119.25,8.04,2.15,54.0,8.1,-0.13,2.02
5181,20.0,-0.294,7.0,19.992,-0.291,6.704,0.296,-0.83,51.04,-119.27,8.04,2.15,54.0,8.1,-0.13,2.02
